IDCLI;Date;Région;Département;Type de ligne;Matériel;Coût par minute;Durée de communication;Coût de communication;Qualité de la communication
87;01/11/2021;Saskatchewan;Finance;Mobile;LG G4;0,12;70;8,4;2
34;01/11/2021;Georgia;Ventes;VoIP;Cisco SPA 303;0,12;50;6;10
85;01/11/2021;Provence-Alpes-Côte;d'Azur;Fixe;Siemens Gigaset a400;0,11;5;0,55;5
37;01/11/2021;Ohio;R&D;Mobile;LG G4;0,09;60;5,4;6
49;01/11/2021;Irlande;du;VoIP;Thomson st2030;0,09;40;3,6;8
15;01/11/2021;Nouvelle-Écosse;Finance;Mobile;LG G4;0,1;45;4,5;10
64;01/11/2021;North;Dakota;VoIP;Thomson st3030;0,11;15;1,65;10
30;01/11/2021;Normandie;Direction;Fixe;Alcatel Versatis;0,11;5;0,55;2
17;01/11/2021;Pennsylvania;SI;VoIP;Thomson st3030;0,12;65;7,8;6
17;01/11/2021;Colombie-Britannique;Direction;Mobile;Samsung Galaxy;0,1;20;2;4
36;01/11/2021;Auvergne-Rhône-Alpes;Marketing;Fixe;Logicom Nova 350;0,11;45;4,95;4
41;01/11/2021;Delaware;Juridique;VoIP;Thomson st2030;0,12;60;7,2;6
94;01/11/2021;Florida;Direction;Fixe;Logicom Nova 350;0,12;60;7,2;9
4;01/11/2021;New;Mexico;Fixe;Alcatel Versatis;0,12;55;6,6;7
55;01/11/2021;Kansas;Finance;Mobile;LG G4;0,12;65;7,8;9
73;01/11/2021;Saskatchewan;SI;Mobile;Apple iPhone;0,09;45;4,05;10
84;01/11/2021;West;Virginia;Fixe;Siemens Gigaset a400;0,09;65;5,85;8
5;01/11/2021;Île-de-France;Finance;Mobile;Apple iPhone;0,09;55;4,95;7
87;01/11/2021;Washington;SI;Mobile;Apple iPhone;0,12;70;8,4;3
79;01/11/2021;Michigan;Ventes;Fixe;Siemens Gigaset a400;0,12;65;7,8;10
40;01/11/2021;Montana;Juridique;Fixe;Logicom Nova 350;0,09;25;2,25;2
85;01/11/2021;Nunavut;R&D;Mobile;Samsung Galaxy;0,12;20;2,4;5
56;01/11/2021;South;Dakota;Mobile;Samsung Galaxy;0,1;20;2;5
5;01/11/2021;Delaware;Juridique;VoIP;Cisco SPA 303;0,12;45;5,4;2
33;01/11/2021;Nouvelle-Aquitaine;Finance;Mobile;LG G4;0,12;50;6;10
55;01/11/2021;Nunavut;Juridique;VoIP;Cisco SPA 303;0,1;15;1,5;5
1;01/11/2021;Île-de-France;Juridique;VoIP;Thomson st3030;0,09;45;4,05;7
80;01/11/2021;Alberta;Direction;Mobile;Samsung Galaxy;0,12;65;7,8;8
74;01/11/2021;Hauts-De-France;Marketing;Fixe;Alcatel Versatis;0,12;30;3,6;9
33;01/11/2021;Angleterre;Juridique;VoIP;Thomson st3030;0,11;35;3,85;3
31;01/11/2021;Territoires;du;Mobile;Samsung Galaxy;0,09;10;0,9;6
81;01/11/2021;Delaware;Direction;Fixe;Siemens Gigaset a400;0,12;15;1,8;9
17;01/11/2021;Wisconsin;SI;VoIP;Thomson st2030;0,1;5;0,5;5
77;01/11/2021;Grand;Est;Mobile;Samsung Galaxy;0,1;35;3,5;7
72;01/11/2021;Nunavut;Marketing;Fixe;Alcatel Versatis;0,12;20;2,4;9
78;01/11/2021;Nouveau-Brunswick;RH;Fixe;Alcatel Versatis;0,12;10;1,2;4
84;01/11/2021;Corse;RH;VoIP;Thomson st3030;0,09;10;0,9;6
85;01/11/2021;Kentucky;Marketing;VoIP;Cisco SPA 303;0,12;15;1,8;3
57;01/11/2021;New;Mexico;Fixe;Siemens Gigaset a400;0,09;5;0,45;4
26;01/11/2021;Nouvelle-Aquitaine;Ventes;Mobile;Samsung Galaxy;0,12;40;4,8;3
30;01/11/2021;Bourgogne-Franche-Comté;Production;Fixe;Logicom Nova 350;0,09;10;0,9;6
15;01/11/2021;Hauts-De-France;Production;Fixe;Siemens Gigaset a400;0,1;50;5;2
77;01/11/2021;Washington;Finance;Fixe;Logicom Nova 350;0,09;75;6,75;4
28;01/11/2021;New;York;Mobile;Apple iPhone;0,1;60;6;3
1;01/11/2021;Occitanie;SI;Fixe;Logicom Nova 350;0,09;75;6,75;2
7;01/11/2021;Pays;de;Mobile;Apple iPhone;0,1;20;2;7
49;01/11/2021;Pennsylvania;Finance;VoIP;Thomson st2030;0,1;40;4;10
18;01/11/2021;Nouvelle-Aquitaine;Juridique;Fixe;Alcatel Versatis;0,1;10;1;9
87;01/11/2021;Grand;Est;VoIP;Cisco SPA 303;0,09;5;0,45;5
15;01/11/2021;Tennessee;RH;Mobile;Samsung Galaxy;0,11;45;4,95;5
9;01/11/2021;Nouvelle-Aquitaine;Marketing;Fixe;Alcatel Versatis;0,09;15;1,35;6
14;01/11/2021;Arizona;Finance;Fixe;Alcatel Versatis;0,09;45;4,05;9
8;01/11/2021;Nevada;Ventes;VoIP;Cisco SPA 303;0,1;30;3;2
55;01/11/2021;Pays;de;Mobile;Apple iPhone;0,1;55;5,5;4
76;01/11/2021;Louisiana;Achats;Mobile;LG G4;0,09;25;2,25;5
49;01/11/2021;Ohio;Marketing;VoIP;Thomson st2030;0,09;70;6,3;8
8;01/11/2021;Provence-Alpes-Côte;d'Azur;Fixe;Siemens Gigaset a400;0,12;15;1,8;10
82;01/11/2021;Kentucky;Ventes;Mobile;LG G4;0,12;10;1,2;9
108;01/11/2021;Idaho;Marketing;VoIP;Cisco SPA 303;0,09;70;6,3;2
127;01/11/2021;Colorado;RH;VoIP;Thomson st3030;0,11;60;6,6;5
35;01/11/2021;Nunavut;Ventes;VoIP;Thomson st3030;0,12;40;4,8;8
8;01/11/2021;Île-de-France;Ventes;Mobile;Apple iPhone;0,11;50;5,5;5
14;01/11/2021;Texas;Achats;VoIP;Thomson st3030;0,1;75;7,5;6
4;01/11/2021;New;York;VoIP;Thomson st3030;0,12;60;7,2;2
21;01/11/2021;Minnesota;SI;Fixe;Logicom Nova 350;0,12;15;1,8;2
21;01/11/2021;Bretagne;Finance;Mobile;Samsung Galaxy;0,12;30;3,6;5
16;01/12/2021;Ontario;Production;Mobile;LG G4;0,11;50;5,5;8
72;01/12/2021;Occitanie;SI;VoIP;Thomson st2030;0,11;15;1,65;2
68;01/12/2021;South;Dakota;Fixe;Logicom Nova 350;0,1;15;1,5;5
12;01/12/2021;New;York;VoIP;Thomson st3030;0,11;5;0,55;8
77;01/12/2021;Occitanie;Production;Mobile;Samsung Galaxy;0,1;10;1;4
57;01/12/2021;Occitanie;R&D;VoIP;Thomson st3030;0,1;55;5,5;3
80;01/12/2021;Corse;Direction;Mobile;LG G4;0,09;75;6,75;3
81;01/12/2021;Yukon;RH;Mobile;Apple iPhone;0,11;5;0,55;6
53;01/12/2021;Kansas;Direction;Fixe;Siemens Gigaset a400;0,1;50;5;3
30;01/12/2021;Pennsylvania;Finance;VoIP;Thomson st2030;0,12;20;2,4;10
75;01/12/2021;Wyoming;Achats;Fixe;Logicom Nova 350;0,11;60;6,6;2
51;01/12/2021;Rhode;Island;VoIP;Cisco SPA 303;0,11;50;5,5;9
79;01/12/2021;Nouvelle-Écosse;Production;VoIP;Thomson st2030;0,1;40;4;3
87;01/12/2021;Grand;Est;Fixe;Logicom Nova 350;0,09;70;6,3;9
35;01/12/2021;Nouvelle-Écosse;RH;Mobile;Samsung Galaxy;0,12;25;3;6
2;01/12/2021;Terre-Neuve-et-Labrador;Juridique;Mobile;LG G4;0,09;75;6,75;3
2;01/12/2021;Écosse;Finance;Fixe;Alcatel Versatis;0,11;35;3,85;10
84;01/12/2021;Maine;Ventes;Fixe;Siemens Gigaset a400;0,11;25;2,75;4
62;01/12/2021;New;Jersey;Fixe;Logicom Nova 350;0,09;5;0,45;3
41;01/12/2021;Mississippi;Finance;Fixe;Alcatel Versatis;0,1;35;3,5;7
56;01/12/2021;Arkansas;Production;Mobile;LG G4;0,09;40;3,6;8
17;01/12/2021;Washington;R&D;Mobile;LG G4;0,11;55;6,05;10
84;01/12/2021;Ohio;SI;Fixe;Logicom Nova 350;0,1;70;7;9
24;01/12/2021;Illinois;Finance;Mobile;Samsung Galaxy;0,11;25;2,75;2
87;01/12/2021;Pennsylvania;Production;Mobile;Apple iPhone;0,12;30;3,6;10
13;01/12/2021;Wisconsin;R&D;Fixe;Siemens Gigaset a400;0,1;35;3,5;2
72;01/12/2021;Oklahoma;RH;VoIP;Thomson st3030;0,1;50;5;9
73;01/12/2021;Québec;Finance;Fixe;Logicom Nova 350;0,12;35;4,2;4
6;01/12/2021;Kentucky;R&D;VoIP;Cisco SPA 303;0,11;15;1,65;8
19;01/12/2021;Hauts-De-France;Production;Mobile;Samsung Galaxy;0,09;70;6,3;10
5;01/12/2021;Arkansas;Juridique;Mobile;Apple iPhone;0,09;45;4,05;9
87;01/12/2021;Nunavut;RH;VoIP;Cisco SPA 303;0,11;65;7,15;10
15;01/12/2021;Washington;Marketing;Mobile;Apple iPhone;0,11;45;4,95;9
8;01/12/2021;Grand;Est;Mobile;LG G4;0,11;20;2,2;9
35;01/12/2021;Pays;de;Mobile;Apple iPhone;0,1;50;5;10
46;01/12/2021;Maine;Ventes;Fixe;Alcatel Versatis;0,09;35;3,15;9
62;01/12/2021;Terre-Neuve-et-Labrador;Achats;Mobile;Samsung Galaxy;0,12;55;6,6;9
64;01/12/2021;Maine;R&D;VoIP;Thomson st2030;0,12;5;0,6;5
49;01/12/2021;Maine;SI;VoIP;Thomson st2030;0,12;25;3;2
73;01/12/2021;Occitanie;RH;Fixe;Alcatel Versatis;0,1;40;4;4
6;01/12/2021;Hauts-De-France;RH;Mobile;Samsung Galaxy;0,11;30;3,3;8
25;01/12/2021;Auvergne-Rhône-Alpes;Achats;VoIP;Cisco SPA 303;0,11;60;6,6;5
56;01/12/2021;Connecticut;Juridique;VoIP;Thomson st2030;0,1;25;2,5;9
13;01/12/2021;Angleterre;Juridique;Fixe;Alcatel Versatis;0,11;50;5,5;6
91;01/12/2021;Ontario;RH;VoIP;Thomson st2030;0,12;75;9;10
38;01/12/2021;Oregon;Finance;Fixe;Siemens Gigaset a400;0,12;65;7,8;10
91;01/12/2021;Manitoba;Production;Mobile;LG G4;0,12;20;2,4;2
46;01/12/2021;Nouveau-Brunswick;SI;VoIP;Thomson st3030;0,1;70;7;8
84;01/12/2021;Colorado;SI;VoIP;Thomson st3030;0,1;30;3;3
35;01/12/2021;Iowa;Achats;Fixe;Siemens Gigaset a400;0,09;25;2,25;10
52;01/12/2021;Québec;Finance;Fixe;Siemens Gigaset a400;0,09;45;4,05;8
73;01/12/2021;Montana;Production;Fixe;Siemens Gigaset a400;0,09;65;5,85;5
18;01/12/2021;Connecticut;Ventes;Mobile;LG G4;0,11;25;2,75;4
15;01/12/2021;Pays;de;Mobile;Samsung Galaxy;0,12;65;7,8;6
81;01/12/2021;Hauts-De-France;Marketing;VoIP;Cisco SPA 303;0,09;55;4,95;8
72;01/12/2021;Montana;Ventes;Fixe;Alcatel Versatis;0,11;50;5,5;5
77;01/12/2021;Nunavut;SI;Fixe;Alcatel Versatis;0,09;20;1,8;6
80;01/12/2021;Pays;de;Mobile;LG G4;0,1;70;7;10
18;01/12/2021;Grand;Est;Fixe;Alcatel Versatis;0,09;5;0,45;8
6;01/12/2021;Normandie;Ventes;Fixe;Siemens Gigaset a400;0,11;50;5,5;2
1;01/12/2021;Minnesota;Achats;VoIP;Thomson st3030;0,12;20;2,4;7
29;01/12/2021;Washington;Juridique;VoIP;Cisco SPA 303;0,12;70;8,4;10
76;01/12/2021;Minnesota;Marketing;Mobile;LG G4;0,09;50;4,5;2
58;01/12/2021;South;Dakota;Mobile;Samsung Galaxy;0,11;15;1,65;6
28;01/12/2021;Normandie;Marketing;Fixe;Siemens Gigaset a400;0,1;50;5;6
76;01/12/2021;West;Virginia;VoIP;Thomson st2030;0,1;5;0,5;9
77;01/12/2021;Centre-Val;de;VoIP;Thomson st2030;0,11;55;6,05;10
54;01/12/2021;Connecticut;Juridique;Mobile;LG G4;0,09;70;6,3;4
52;01/12/2021;Washington;Production;Mobile;Samsung Galaxy;0,1;50;5;4
33;01/12/2021;Nevada;Juridique;Mobile;LG G4;0,12;30;3,6;5
34;01/12/2021;Grand;Est;Fixe;Alcatel Versatis;0,09;70;6,3;5
54;01/12/2021;Georgia;RH;VoIP;Thomson st2030;0,11;20;2,2;7
22;01/12/2021;Wisconsin;SI;VoIP;Cisco SPA 303;0,09;15;1,35;8
85;01/12/2021;Kansas;Achats;VoIP;Cisco SPA 303;0,09;75;6,75;10
28;01/12/2021;Bourgogne-Franche-Comté;Ventes;Mobile;Apple iPhone;0,09;75;6,75;7
74;01/12/2021;Grand;Est;VoIP;Thomson st3030;0,1;40;4;9
56;01/12/2021;Irlande;du;Mobile;LG G4;0,09;65;5,85;10
54;01/12/2021;Normandie;Production;Fixe;Siemens Gigaset a400;0,12;70;8,4;9
79;01/12/2021;Virginia;Production;Fixe;Logicom Nova 350;0,12;10;1,2;5
46;01/12/2021;Corse;Production;VoIP;Thomson st3030;0,09;45;4,05;10
89;01/12/2021;Bourgogne-Franche-Comté;R&D;Mobile;LG G4;0,09;40;3,6;5
48;01/12/2021;Alaska;Juridique;VoIP;Cisco SPA 303;0,1;50;5;5
33;01/12/2021;Alaska;Ventes;Mobile;LG G4;0,09;75;6,75;9
19;01/12/2021;Georgia;Finance;Fixe;Alcatel Versatis;0,1;5;0,5;2
38;01/12/2021;Ontario;Production;VoIP;Cisco SPA 303;0,12;20;2,4;6
15;01/12/2021;Missouri;Direction;Fixe;Logicom Nova 350;0,11;70;7,7;2
38;01/12/2021;New;Mexico;Fixe;Logicom Nova 350;0,12;20;2,4;4
85;01/12/2021;Alaska;SI;VoIP;Cisco SPA 303;0,11;40;4,4;4
14;01/12/2021;Île-de-France;RH;Mobile;LG G4;0,12;40;4,8;8
18;01/12/2021;Yukon;Juridique;Mobile;Apple iPhone;0,1;20;2;9
34;01/12/2021;Corse;Finance;VoIP;Thomson st2030;0,11;55;6,05;3
34;01/12/2021;Maryland;Juridique;VoIP;Thomson st2030;0,12;50;6;5
35;01/12/2021;Territoires;du;Mobile;Samsung Galaxy;0,09;10;0,9;10
39;01/12/2021;Washington;Achats;Fixe;Siemens Gigaset a400;0,1;30;3;6
74;01/12/2021;Missouri;Ventes;Fixe;Alcatel Versatis;0,1;20;2;10
80;01/12/2021;New;Jersey;Mobile;Samsung Galaxy;0,09;75;6,75;8
35;01/12/2021;New;Mexico;Fixe;Logicom Nova 350;0,1;20;2;6
15;01/12/2021;Nouvelle-Aquitaine;Direction;VoIP;Thomson st2030;0,12;30;3,6;3
94;01/12/2021;Nebraska;SI;Fixe;Alcatel Versatis;0,12;30;3,6;10
113;01/12/2021;Delaware;RH;Mobile;LG G4;0,1;35;3,5;5
46;01/12/2021;Terre-Neuve-et-Labrador;R&D;VoIP;Cisco SPA 303;0,1;50;5;8
15;01/01/2022;Pays;de;Mobile;Apple iPhone;0,1;5;0,5;10
29;01/01/2022;Louisiana;Ventes;VoIP;Thomson st2030;0,1;25;2,5;5
98;01/01/2022;Grand;Est;VoIP;Thomson st3030;0,12;55;6,6;10
30;01/01/2022;Rhode;Island;Mobile;Samsung Galaxy;0,12;60;7,2;4
39;01/01/2022;Missouri;SI;Mobile;Apple iPhone;0,11;70;7,7;3
89;01/01/2022;Minnesota;RH;Fixe;Logicom Nova 350;0,11;30;3,3;10
46;01/01/2022;Georgia;RH;Fixe;Siemens Gigaset a400;0,1;75;7,5;10
98;01/01/2022;California;SI;Mobile;Samsung Galaxy;0,1;40;4;5
58;01/01/2022;Maine;Ventes;Mobile;Samsung Galaxy;0,09;55;4,95;10
40;01/01/2022;Montana;Achats;Mobile;Apple iPhone;0,09;40;3,6;2
54;01/01/2022;Virginia;Achats;Mobile;LG G4;0,1;25;2,5;5
74;01/01/2022;Kentucky;Finance;VoIP;Thomson st3030;0,12;15;1,8;4
17;01/01/2022;Idaho;R&D;Fixe;Alcatel Versatis;0,11;70;7,7;3
19;01/01/2022;California;SI;VoIP;Thomson st3030;0,1;25;2,5;2
98;01/01/2022;Nouvelle-Écosse;Direction;Mobile;Apple iPhone;0,09;60;5,4;10
45;01/01/2022;Hauts-De-France;RH;Mobile;Apple iPhone;0,1;35;3,5;10
85;01/01/2022;Kentucky;Production;VoIP;Thomson st2030;0,11;35;3,85;7
45;01/01/2022;Wyoming;Finance;Mobile;Apple iPhone;0,1;75;7,5;8
51;01/01/2022;Auvergne-Rhône-Alpes;Ventes;Mobile;LG G4;0,1;70;7;3
19;01/01/2022;Texas;Marketing;Fixe;Alcatel Versatis;0,11;75;8,25;8
17;01/01/2022;Kentucky;Finance;Mobile;LG G4;0,09;70;6,3;9
45;01/01/2022;West;Virginia;Fixe;Logicom Nova 350;0,09;75;6,75;8
94;01/01/2022;Bourgogne-Franche-Comté;RH;Fixe;Alcatel Versatis;0,12;40;4,8;8
65;01/01/2022;Kentucky;Achats;Fixe;Siemens Gigaset a400;0,11;5;0,55;4
2;01/01/2022;Nouvelle-Aquitaine;Production;Fixe;Siemens Gigaset a400;0,12;40;4,8;9
13;01/01/2022;Michigan;SI;VoIP;Cisco SPA 303;0,1;35;3,5;10
34;01/01/2022;Delaware;Ventes;VoIP;Cisco SPA 303;0,11;60;6,6;5
36;01/01/2022;Iowa;Ventes;Fixe;Logicom Nova 350;0,11;35;3,85;10
13;01/01/2022;Massachusetts;Finance;Fixe;Logicom Nova 350;0,12;25;3;7
79;01/01/2022;Massachusetts;RH;Mobile;LG G4;0,1;15;1,5;8
14;01/01/2022;Pays;de;Fixe;Logicom Nova 350;0,09;65;5,85;7
16;01/01/2022;Grand;Est;Mobile;Apple iPhone;0,09;70;6,3;8
15;01/01/2022;Territoires;du;VoIP;Thomson st2030;0,09;25;2,25;2
65;01/01/2022;Texas;Achats;Mobile;Samsung Galaxy;0,11;50;5,5;2
50;01/01/2022;Nebraska;Production;VoIP;Cisco SPA 303;0,1;60;6;3
73;01/01/2022;New;Jersey;VoIP;Thomson st3030;0,11;45;4,95;9
36;01/01/2022;Vermont;SI;VoIP;Thomson st2030;0,11;65;7,15;4
64;01/01/2022;Ohio;R&D;VoIP;Thomson st3030;0,12;40;4,8;7
2;01/01/2022;Centre-Val;de;Fixe;Logicom Nova 350;0,12;75;9;10
94;01/01/2022;West;Virginia;VoIP;Thomson st3030;0,09;60;5,4;4
87;01/01/2022;Manitoba;Finance;VoIP;Thomson st2030;0,1;60;6;10
19;01/01/2022;Bourgogne-Franche-Comté;Direction;VoIP;Thomson st2030;0,1;75;7,5;10
13;01/01/2022;Louisiana;Direction;Fixe;Logicom Nova 350;0,09;35;3,15;9
8;01/01/2022;Iowa;R&D;Mobile;Apple iPhone;0,09;10;0,9;10
31;01/01/2022;Maine;Production;Fixe;Logicom Nova 350;0,09;55;4,95;6
91;01/01/2022;Indiana;RH;Fixe;Logicom Nova 350;0,1;45;4,5;3
13;01/01/2022;Tennessee;Production;Fixe;Logicom Nova 350;0,1;40;4;6
8;01/01/2022;Massachusetts;SI;VoIP;Cisco SPA 303;0,12;30;3,6;4
87;01/01/2022;Yukon;Finance;Fixe;Logicom Nova 350;0,1;10;1;9
49;01/01/2022;Bourgogne-Franche-Comté;Direction;VoIP;Thomson st3030;0,11;65;7,15;3
11;01/01/2022;Wyoming;RH;Mobile;LG G4;0,09;35;3,15;10
12;01/01/2022;Nouvelle-Aquitaine;Direction;Fixe;Alcatel Versatis;0,1;60;6;3
5;01/01/2022;California;Achats;Mobile;LG G4;0,09;10;0,9;10
73;01/01/2022;Missouri;SI;Fixe;Siemens Gigaset a400;0,12;40;4,8;7
6;01/01/2022;New;Jersey;VoIP;Thomson st3030;0,09;60;5,4;6
56;01/01/2022;Nunavut;Ventes;VoIP;Cisco SPA 303;0,1;30;3;5
37;01/01/2022;Mississippi;Achats;Mobile;Samsung Galaxy;0,11;65;7,15;3
5;01/01/2022;Provence-Alpes-Côte;d'Azur;VoIP;Thomson st2030;0,09;15;1,35;7
48;01/01/2022;Maine;RH;Fixe;Alcatel Versatis;0,1;20;2;5
77;01/01/2022;Provence-Alpes-Côte;d'Azur;Mobile;Apple iPhone;0,1;5;0,5;9
81;01/01/2022;Wyoming;Juridique;Fixe;Alcatel Versatis;0,1;20;2;3
25;01/01/2022;Idaho;RH;Mobile;LG G4;0,09;15;1,35;2
79;01/01/2022;Florida;R&D;Fixe;Alcatel Versatis;0,11;55;6,05;6
53;01/01/2022;New;Jersey;VoIP;Cisco SPA 303;0,1;50;5;3
7;01/01/2022;Bourgogne-Franche-Comté;RH;VoIP;Thomson st2030;0,1;60;6;4
2;01/01/2022;Arkansas;R&D;Fixe;Alcatel Versatis;0,09;20;1,8;9
36;01/01/2022;Oklahoma;Production;Mobile;Samsung Galaxy;0,12;10;1,2;7
38;01/01/2022;Indiana;Ventes;VoIP;Cisco SPA 303;0,12;5;0,6;9
46;01/01/2022;New;York;Mobile;LG G4;0,09;5;0,45;10
29;01/01/2022;Alaska;Juridique;Fixe;Logicom Nova 350;0,11;40;4,4;5
76;01/01/2022;Provence-Alpes-Côte;d'Azur;Fixe;Siemens Gigaset a400;0,11;60;6,6;3
77;01/01/2022;Nouvelle-Aquitaine;Achats;VoIP;Thomson st3030;0,09;5;0,45;8
21;01/01/2022;Alberta;Achats;Mobile;Samsung Galaxy;0,12;5;0,6;7
75;01/01/2022;Saskatchewan;Ventes;VoIP;Thomson st3030;0,1;65;6,5;6
84;01/01/2022;Maryland;Production;VoIP;Cisco SPA 303;0,11;20;2,2;2
58;01/01/2022;Nunavut;SI;Fixe;Alcatel Versatis;0,1;5;0,5;8
25;01/01/2022;Bretagne;Marketing;Mobile;LG G4;0,09;40;3,6;9
33;01/01/2022;Bourgogne-Franche-Comté;Ventes;Mobile;Apple iPhone;0,12;25;3;6
77;01/01/2022;West;Virginia;VoIP;Cisco SPA 303;0,12;70;8,4;7
27;01/01/2022;Kansas;SI;VoIP;Cisco SPA 303;0,09;30;2,7;4
82;01/01/2022;Grand;Est;Fixe;Siemens Gigaset a400;0,1;10;1;4
88;01/01/2022;Nebraska;RH;Fixe;Alcatel Versatis;0,12;5;0,6;6
89;01/01/2022;North;Carolina;Fixe;Alcatel Versatis;0,1;60;6;2
20;01/01/2022;Georgia;RH;Mobile;LG G4;0,09;45;4,05;6
12;01/01/2022;Iowa;R&D;Fixe;Logicom Nova 350;0,09;45;4,05;9
19;01/01/2022;Normandie;Ventes;VoIP;Cisco SPA 303;0,11;65;7,15;7
56;01/01/2022;Maryland;RH;VoIP;Thomson st2030;0,12;15;1,8;3
16;01/01/2022;Oklahoma;Direction;VoIP;Cisco SPA 303;0,11;45;4,95;6
68;01/01/2022;Michigan;RH;Fixe;Logicom Nova 350;0,1;55;5,5;7
34;01/01/2022;Idaho;Ventes;Mobile;LG G4;0,11;65;7,15;5
18;01/01/2022;Nouvelle-Aquitaine;Direction;Mobile;Apple iPhone;0,1;55;5,5;6
35;01/01/2022;Maine;R&D;Fixe;Siemens Gigaset a400;0,11;45;4,95;10
80;01/01/2022;Pays;de;Fixe;Logicom Nova 350;0,1;5;0,5;8
35;01/01/2022;Ontario;Juridique;VoIP;Thomson st3030;0,12;75;9;5
35;01/01/2022;Auvergne-Rhône-Alpes;Ventes;VoIP;Cisco SPA 303;0,11;50;5,5;10
38;01/01/2022;Occitanie;Finance;Mobile;LG G4;0,09;45;4,05;7
9;01/01/2022;Occitanie;Achats;Fixe;Siemens Gigaset a400;0,1;30;3;2
13;01/01/2022;New;Mexico;Fixe;Alcatel Versatis;0,11;15;1,65;4
35;01/01/2022;Bourgogne-Franche-Comté;Production;Fixe;Logicom Nova 350;0,12;30;3,6;4
52;01/01/2022;Rhode;Island;Mobile;LG G4;0,09;45;4,05;6
21;01/01/2022;Nunavut;Achats;VoIP;Cisco SPA 303;0,11;10;1,1;5
21;01/01/2022;Nebraska;Ventes;Fixe;Alcatel Versatis;0,1;65;6,5;9
56;01/01/2022;Washington;R&D;Mobile;Apple iPhone;0,12;35;4,2;7
21;01/01/2022;Bretagne;Ventes;VoIP;Thomson st3030;0,12;5;0,6;2
49;01/01/2022;Nevada;Achats;VoIP;Thomson st3030;0,12;60;7,2;6
12;01/02/2022;Kentucky;Marketing;Fixe;Logicom Nova 350;0,1;30;3;6
28;01/02/2022;Colorado;RH;Mobile;LG G4;0,12;10;1,2;7
28;01/02/2022;Maryland;Juridique;VoIP;Cisco SPA 303;0,09;20;1,8;3
30;01/02/2022;Grand;Est;VoIP;Cisco SPA 303;0,11;30;3,3;6
14;01/02/2022;New;York;Mobile;Samsung Galaxy;0,11;55;6,05;4
51;01/02/2022;Kentucky;Achats;VoIP;Thomson st2030;0,09;65;5,85;6
68;01/02/2022;Nouveau-Brunswick;Direction;VoIP;Thomson st2030;0,1;70;7;2
56;01/02/2022;Minnesota;Production;Fixe;Logicom Nova 350;0,09;20;1,8;10
40;01/02/2022;Nebraska;Direction;Fixe;Alcatel Versatis;0,1;45;4,5;5
48;01/02/2022;Alaska;Direction;VoIP;Thomson st2030;0,09;60;5,4;10
45;01/02/2022;Kentucky;Marketing;Fixe;Siemens Gigaset a400;0,09;30;2,7;8
34;01/02/2022;Hauts-De-France;Juridique;Mobile;Samsung Galaxy;0,11;75;8,25;6
80;01/02/2022;Nouvelle-Écosse;Marketing;VoIP;Thomson st3030;0,1;35;3,5;6
43;01/02/2022;Terre-Neuve-et-Labrador;Finance;Fixe;Alcatel Versatis;0,1;25;2,5;9
83;01/02/2022;Texas;Juridique;Fixe;Alcatel Versatis;0,09;35;3,15;3
85;01/02/2022;Écosse;Juridique;Fixe;Siemens Gigaset a400;0,09;30;2,7;2
79;01/02/2022;Écosse;Marketing;VoIP;Thomson st3030;0,12;10;1,2;2
51;01/02/2022;Rhode;Island;VoIP;Thomson st2030;0,11;35;3,85;9
87;01/02/2022;West;Virginia;Fixe;Siemens Gigaset a400;0,11;25;2,75;5
83;01/02/2022;Alabama;Achats;Fixe;Siemens Gigaset a400;0,09;35;3,15;2
51;01/02/2022;Auvergne-Rhône-Alpes;Finance;Mobile;LG G4;0,11;70;7,7;2
52;01/02/2022;Michigan;RH;VoIP;Cisco SPA 303;0,09;20;1,8;3
39;01/02/2022;Corse;Juridique;Mobile;Apple iPhone;0,1;30;3;9
47;01/02/2022;Pennsylvania;Finance;Mobile;Samsung Galaxy;0,1;25;2,5;7
94;01/02/2022;Nouvelle-Écosse;Direction;Mobile;Samsung Galaxy;0,11;45;4,95;3
43;01/02/2022;Écosse;Ventes;VoIP;Thomson st2030;0,09;75;6,75;8
12;01/02/2022;Hauts-De-France;Achats;Fixe;Siemens Gigaset a400;0,09;40;3,6;3
56;01/02/2022;South;Dakota;VoIP;Cisco SPA 303;0,1;35;3,5;2
52;01/02/2022;Hawaii;Achats;Mobile;Apple iPhone;0,11;55;6,05;4
44;01/02/2022;Bretagne;Marketing;Fixe;Alcatel Versatis;0,12;70;8,4;7
8;01/02/2022;Minnesota;Ventes;Mobile;Apple iPhone;0,11;75;8,25;3
40;01/02/2022;Grand;Est;Fixe;Siemens Gigaset a400;0,12;10;1,2;4
94;01/02/2022;Colombie-Britannique;Juridique;Mobile;Apple iPhone;0,12;70;8,4;8
94;01/02/2022;Alabama;SI;VoIP;Thomson st3030;0,11;60;6,6;5
54;01/02/2022;Michigan;Achats;VoIP;Thomson st3030;0,11;20;2,2;5
35;01/02/2022;Arkansas;Marketing;Mobile;Apple iPhone;0,1;10;1;7
98;01/02/2022;New;Mexico;Mobile;Apple iPhone;0,1;25;2,5;4
42;01/02/2022;Iowa;R&D;Mobile;Apple iPhone;0,11;70;7,7;4
36;01/02/2022;Oregon;Achats;Mobile;Samsung Galaxy;0,1;20;2;8
